[671.44]  (NodeFactory.cpp,58) | Disabled nodes: SpacetimeScript, USBCamera
[1010.99] Root (AppHost.cpp,551) | Init cluster system...
[1010.99] Root (ClusterSystemMaster.cpp,137) | Starting cluster sync sender...
[1011.15] Root (AppHost.cpp,174) | Initing nodes...
[1011.20] Root (ContentManager.cpp,1454) | Check map files started (1 items)
[1011.81] Root (ContentManager.cpp,1473) | Check map files finished
[1026.19]  (AudioDevicesWatcher_win.cpp,147) | MMDeviceEnumerator created and MMNotificationClient registered
[1027.88] AudioOut1 (AudioProcessor.cpp,102) | FMOD DLL Version: 2.00.06
[1029.04] Root (AppHost.cpp,177) | Loading layout...
[1029.25] Root (AppHost.cpp,192) | AppHost init finished
[1029.50] Root (AppHost.cpp,633) | Elevated privileges: false
[1029.50]  (main.cpp,297) | WARNING: Server started without administrative privileges. Some functionality may not work.
[1029.52]  (WatchDogTimer.cpp,53) | Creating watchdog timer
[1029.81]  (WatchDogTimer.cpp,87) | Watchdog timer thread started
[1030.05]  (NMHost.cpp,1463) | TCP/IP server started on port 45100
[1031.97] NM (NetManager.cpp,2095) | ======================= Network interfaces:
[1031.99] NM (NetManager.cpp,2100) | ip:       127.0.0.1   mask:       255.0.0.0
[1031.99] NM (NetManager.cpp,2100) | ip:     192.168.1.6   mask:   255.255.255.0
[1032.00] NM (NetManager.cpp,2100) | ip:   192.168.137.1   mask:   255.255.255.0
[1032.00] NM (NetManager.cpp,2102) | =======================
[1032.27] NM_S0 (NetManager.cpp,417) | Server started on port 45100
[1032.95] NM_S0-Transfer (NMTransfer.cpp,729) | Transfer server is ready at port: 46100
[22:07:59.039] 1 1.63  (EndSessionHandler.cpp,91) | EndSessionHandlerWindow created
[22:07:59.039] 1 2.03 Root (Root.cpp,454) | Root/TimeCode inited
[22:07:59.039] 1 2.09 Root (Root.cpp,454) | Root/Int inited
[22:07:59.049] 1 11.59 Root/SplitTitleAuthor (ScreenberryJSEngine.cpp,74) | Compiling script file
[22:07:59.049] 1 11.66 Root (Root.cpp,454) | Root/SplitTitleAuthor inited
[22:07:59.050] 1 12.31 Root/IntAsJson (ScreenberryJSEngine.cpp,74) | Compiling script file
[22:07:59.050] 1 12.36 Root (Root.cpp,454) | Root/IntAsJson inited
[22:07:59.050] 1 13.05 Root/string as json 3 (ScreenberryJSEngine.cpp,74) | Compiling script file
[22:07:59.050] 1 13.15 Root (Root.cpp,454) | Root/string as json 3 inited
[22:07:59.051] 1 14.05 Root/string as json 2 (ScreenberryJSEngine.cpp,74) | Compiling script file
[22:07:59.051] 1 14.13 Root (Root.cpp,454) | Root/string as json 2 inited
[22:07:59.051] 1 14.15 Root/HttpListener (HttpListener.cpp,211) | HttpListener stopped
[22:07:59.052] 1 14.46  (NMUtils.cpp,248) | Tcp/Ip listener started at port: 8050
[22:07:59.052] 1 14.52 Root/HttpListener (HttpListener.cpp,201) | HTTP listener started at port: 8050
[22:07:59.052] 1 14.53 Root (Root.cpp,454) | Root/HttpListener inited
[22:07:59.056] 1 19.04 Root/WebServer (WebServer.cpp,309) | Web Server started on port 8081
[22:07:59.056] 1 19.06 Root/WebServer (WebServer.cpp,313) | Initting WebPort...
[22:07:59.056] 1 19.07 Root (Root.cpp,454) | Root/WebServer inited
[22:07:59.056] 1 19.13 Root (Root.cpp,454) | Root/TextValue inited
[22:07:59.057] 1 19.20 Root (Root.cpp,454) | Root/TimecodeEvents inited
[22:07:59.057] 1 19.25 Root (Root.cpp,454) | Root/MediaPlayerAction inited
[22:07:59.057] 1 19.94 Root (Root.cpp,454) | Root/TimeEvent inited
[22:07:59.057] 1 20.00 Root (Root.cpp,454) | Root/OnItemStarted inited
[22:07:59.057] 1 20.01 Root (Root.cpp,454) | Root/VibrateDevice inited
[22:07:59.057] 1 20.03 Root (Root.cpp,454) | Root/ToggleButtonInteractive inited
[22:07:59.057] 1 20.04 Root (Root.cpp,454) | Root/startCountdown inited
[22:07:59.057] 1 20.06 Root (Root.cpp,454) | Root/TriggerEffect inited
[22:07:59.057] 1 20.15 Root (Root.cpp,454) | Root/DisplayAuthor inited
[22:07:59.058] 1 20.16 Root (Root.cpp,454) | Root/NextTrack inited
[22:07:59.058] 1 20.17 Root (Root.cpp,454) | Root/DisplayTitle inited
[22:07:59.058] 1 20.21 Root/Context1 (Canvas.cpp,401) | Initing context...
[22:07:59.059] 1 22.15 Root/Context1 (Canvas.cpp,456) | Initting maximum supported opengl version: 4.6
[22:07:59.060] 1 22.17 Root/Context1 (Canvas.cpp,507) | Setting video mode 1024x768 (windowed)...
[22:07:59.150] 1 113.13 Root/Context1 (Canvas.cpp,518) | Video mode is set
[22:07:59.161] 1 123.42 Root/Context1 (Canvas.cpp,562) | GL context inited
[22:07:59.161] 1 123.44 Root/Context1 (Canvas.cpp,565) | Setting vsync=1
[22:07:59.165] 1 127.99 Root/Context1 (Canvas.cpp,603) | OpenGL version is: 4.6 (CORE)
[22:07:59.165] 1 128.01 Root/Context1 (Canvas.cpp,604) | profile mask: 00000001
[22:07:59.165] 1 128.01 Root/Context1 (Canvas.cpp,605) | context flags: 00000000
[22:07:59.167] 1 130.08 Root/Context1 (Canvas.cpp,636) | OpenGL renderer: GeForce GTX 660/PCIe/SSE2
[22:07:59.167] 1 130.11 Root/Context1 (Canvas.cpp,651) | NVidia GPU detected. Will not use glFinish() (unless user defined)
[22:07:59.167] 1 130.13 Root/Context1 (Canvas.cpp,671) | Max texture size: 16384
[22:07:59.169] 1 131.23 Root/Context1 (Canvas.cpp,678) | Context inited
[22:07:59.169] 1 131.25 Root/Context1 (Canvas.cpp,689) | Will measure frame time. Skipping 5 frames...
[22:07:59.182] 1 144.19  (reGpuBuffersBank.cpp,391) | reGpuBuffersBank inited
[22:07:59.191] 1 154.01  (reGpuBuffersBank.cpp,391) | reGpuBuffersBank inited
[22:07:59.285] 1 247.93 Root/Context1 (Canvas.cpp,708) | Measuring started (500 ms)
[22:07:59.799] 1 761.94 Root/Context1 (Canvas.cpp,739) | Measured frame duration median: 6.94 ms
[22:07:59.799] 1 761.96 Root/Context1 (Canvas.cpp,745) | Frame time: 6.858000
[22:07:59.799] 1 761.97 Root/Context1 (Canvas.cpp,745) | Frame time: 6.898000
[22:07:59.799] 1 761.97 Root/Context1 (Canvas.cpp,745) | Frame time: 7.015000
[22:07:59.799] 1 761.98 Root/Context1 (Canvas.cpp,745) | Frame time: 6.891000
[22:07:59.799] 1 761.99 Root/Context1 (Canvas.cpp,745) | Frame time: 6.894000
[22:07:59.799] 1 762.00 Root/Context1 (Canvas.cpp,745) | Frame time: 6.968000
[22:07:59.799] 1 762.00 Root/Context1 (Canvas.cpp,745) | Frame time: 6.968000
[22:07:59.799] 1 762.00 Root/Context1 (Canvas.cpp,745) | Frame time: 6.998000
[22:07:59.799] 1 762.01 Root/Context1 (Canvas.cpp,745) | Frame time: 7.017000
[22:07:59.799] 1 762.01 Root/Context1 (Canvas.cpp,745) | Frame time: 6.847000
[22:07:59.799] 1 762.01 Root/Context1 (Canvas.cpp,745) | Frame time: 6.908000
[22:07:59.799] 1 762.02 Root/Context1 (Canvas.cpp,745) | Frame time: 6.986000
[22:07:59.799] 1 762.04 Root/Context1 (Canvas.cpp,745) | Frame time: 6.895000
[22:07:59.799] 1 762.04 Root/Context1 (Canvas.cpp,745) | Frame time: 6.993000
[22:07:59.799] 1 762.05 Root/Context1 (Canvas.cpp,745) | Frame time: 6.928000
[22:07:59.799] 1 762.06 Root/Context1 (Canvas.cpp,745) | Frame time: 6.952000
[22:07:59.799] 1 762.06 Root/Context1 (Canvas.cpp,745) | Frame time: 6.918000
[22:07:59.799] 1 762.07 Root/Context1 (Canvas.cpp,745) | Frame time: 6.973000
[22:07:59.799] 1 762.08 Root/Context1 (Canvas.cpp,745) | Frame time: 6.953000
[22:07:59.799] 1 762.08 Root/Context1 (Canvas.cpp,745) | Frame time: 7.023000
[22:07:59.799] 1 762.09 Root/Context1 (Canvas.cpp,745) | Frame time: 6.974000
[22:07:59.799] 1 762.09 Root/Context1 (Canvas.cpp,745) | Frame time: 6.837000
[22:07:59.799] 1 762.10 Root/Context1 (Canvas.cpp,745) | Frame time: 6.958000
[22:07:59.799] 1 762.10 Root/Context1 (Canvas.cpp,745) | Frame time: 6.943000
[22:07:59.799] 1 762.10 Root/Context1 (Canvas.cpp,745) | Frame time: 6.908000
[22:07:59.799] 1 762.11 Root/Context1 (Canvas.cpp,745) | Frame time: 6.933000
[22:07:59.799] 1 762.11 Root/Context1 (Canvas.cpp,745) | Frame time: 6.968000
[22:07:59.799] 1 762.11 Root/Context1 (Canvas.cpp,745) | Frame time: 6.904000
[22:07:59.799] 1 762.12 Root/Context1 (Canvas.cpp,745) | Frame time: 6.953000
[22:07:59.799] 1 762.12 Root/Context1 (Canvas.cpp,745) | Frame time: 6.977000
[22:07:59.799] 1 762.12 Root/Context1 (Canvas.cpp,745) | Frame time: 6.957000
[22:07:59.799] 1 762.13 Root/Context1 (Canvas.cpp,745) | Frame time: 6.939000
[22:07:59.799] 1 762.13 Root/Context1 (Canvas.cpp,745) | Frame time: 6.912000
[22:07:59.799] 1 762.14 Root/Context1 (Canvas.cpp,745) | Frame time: 6.925000
[22:07:59.799] 1 762.14 Root/Context1 (Canvas.cpp,745) | Frame time: 6.955000
[22:07:59.799] 1 762.15 Root/Context1 (Canvas.cpp,745) | Frame time: 6.954000
[22:07:59.799] 1 762.15 Root/Context1 (Canvas.cpp,745) | Frame time: 6.935000
[22:07:59.799] 1 762.16 Root/Context1 (Canvas.cpp,745) | Frame time: 6.968000
[22:07:59.800] 1 762.16 Root/Context1 (Canvas.cpp,745) | Frame time: 6.943000
[22:07:59.800] 1 762.16 Root/Context1 (Canvas.cpp,745) | Frame time: 6.935000
[22:07:59.800] 1 762.17 Root/Context1 (Canvas.cpp,745) | Frame time: 6.932000
[22:07:59.800] 1 762.17 Root/Context1 (Canvas.cpp,745) | Frame time: 6.927000
[22:07:59.800] 1 762.18 Root/Context1 (Canvas.cpp,745) | Frame time: 6.944000
[22:07:59.800] 1 762.18 Root/Context1 (Canvas.cpp,745) | Frame time: 6.982000
[22:07:59.800] 1 762.19 Root/Context1 (Canvas.cpp,745) | Frame time: 8.579000
[22:07:59.800] 1 762.20 Root/Context1 (Canvas.cpp,745) | Frame time: 5.299000
[22:07:59.800] 1 762.20 Root/Context1 (Canvas.cpp,745) | Frame time: 6.983000
[22:07:59.800] 1 762.20 Root/Context1 (Canvas.cpp,745) | Frame time: 6.919000
[22:07:59.800] 1 762.21 Root/Context1 (Canvas.cpp,745) | Frame time: 6.989000
[22:07:59.800] 1 762.21 Root/Context1 (Canvas.cpp,745) | Frame time: 6.870000
[22:07:59.800] 1 762.22 Root/Context1 (Canvas.cpp,745) | Frame time: 6.943000
[22:07:59.800] 1 762.22 Root/Context1 (Canvas.cpp,745) | Frame time: 6.944000
[22:07:59.800] 1 762.22 Root/Context1 (Canvas.cpp,745) | Frame time: 6.965000
[22:07:59.800] 1 762.23 Root/Context1 (Canvas.cpp,745) | Frame time: 6.946000
[22:07:59.800] 1 762.23 Root/Context1 (Canvas.cpp,745) | Frame time: 6.935000
[22:07:59.800] 1 762.23 Root/Context1 (Canvas.cpp,745) | Frame time: 6.978000
[22:07:59.800] 1 762.24 Root/Context1 (Canvas.cpp,745) | Frame time: 6.914000
[22:07:59.800] 1 762.24 Root/Context1 (Canvas.cpp,745) | Frame time: 6.982000
[22:07:59.800] 1 762.25 Root/Context1 (Canvas.cpp,745) | Frame time: 6.937000
[22:07:59.800] 1 762.25 Root/Context1 (Canvas.cpp,745) | Frame time: 6.908000
[22:07:59.800] 1 762.26 Root/Context1 (Canvas.cpp,745) | Frame time: 7.043000
[22:07:59.800] 1 762.26 Root/Context1 (Canvas.cpp,745) | Frame time: 6.911000
[22:07:59.800] 1 762.27 Root/Context1 (Canvas.cpp,745) | Frame time: 6.940000
[22:07:59.800] 1 762.28 Root/Context1 (Canvas.cpp,745) | Frame time: 6.990000
[22:07:59.800] 1 762.29 Root/Context1 (Canvas.cpp,745) | Frame time: 6.959000
[22:07:59.800] 1 762.29 Root/Context1 (Canvas.cpp,745) | Frame time: 6.935000
[22:07:59.800] 1 762.29 Root/Context1 (Canvas.cpp,745) | Frame time: 6.944000
[22:07:59.800] 1 762.30 Root/Context1 (Canvas.cpp,745) | Frame time: 6.893000
[22:07:59.800] 1 762.30 Root/Context1 (Canvas.cpp,745) | Frame time: 6.937000
[22:07:59.800] 1 762.31 Root/Context1 (Canvas.cpp,745) | Frame time: 7.075000
[22:07:59.800] 1 762.32 Root/Context1 (Canvas.cpp,745) | Frame time: 6.842000
[22:07:59.800] 1 762.32 Root/Context1 (Canvas.cpp,745) | Frame time: 6.962000
[22:07:59.800] 1 762.33 Root/Context1 (Canvas.cpp,745) | Frame time: 6.977000
[22:07:59.800] 1 762.35 Root/Context1 (Canvas.cpp,755) | Measured frame time: 6.944 (FPS: 144.000) (73 buffer swaps during 506.95 ms, 73 frame periods used)
[22:07:59.800] 1 762.38  (reGpuBuffersBank.cpp,391) | reGpuBuffersBank inited
[22:07:59.803] 1 765.41  (reImageMemoryLogger.cpp,10) | reImageMemoryLogger instance created
[22:07:59.807] 1 769.33 Root (Root.cpp,454) | Root/Context1 inited
[22:07:59.812] 2 3.67 Root (AppHost.cpp,701) | Focus gained
[22:07:59.812] 2 3.95  (TimeCode.cpp,210) | Auto-detect time code framerate failed for 143.999832 fps. Setting it to: 25
[22:07:59.813] 2 5.08 Root/MediaPlayer1 (MediaPlayerContext.cpp,1944) | Stop
[22:07:59.813] 2 5.10  (TimeCode.cpp,210) | Auto-detect time code framerate failed for 143.999832 fps. Setting it to: 25
[22:07:59.813] 2 5.17 Root (Root.cpp,454) | Root/MediaPlayer1 inited
[22:07:59.813] 2 5.23 Root/SplitTitleAuthor (ScreenberryJSEngine.cpp,103) | Script compilation successful
[22:07:59.814] 2 6.22 Root/IntAsJson (ScreenberryJSEngine.cpp,103) | Script compilation successful
[22:07:59.815] 2 6.46 Root/string as json 3 (ScreenberryJSEngine.cpp,103) | Script compilation successful
[22:07:59.815] 2 6.66 Root/string as json 2 (ScreenberryJSEngine.cpp,103) | Script compilation successful
[22:07:59.815] 2 6.90 Root (Root.cpp,454) | Root/Switch inited
[22:07:59.815] 2 6.97 Root/AudioOut1 (AudioProcessor.cpp,974) | Enumerating devices for WASAPI (outputs)
[22:07:59.815] 2 6.97 Root/AudioOut1 (AudioProcessor.cpp,934) | Setting output system: WASAPI
[22:07:59.859] 2 50.47 Root/AudioOut1 (AudioProcessor.cpp,1051) | ========== Audio devices list (initial) for WASAPI (outputs)
[22:07:59.859] 2 50.49 Root/AudioOut1 (AudioProcessor.cpp,1057) | 0: Speakers (4- Logitech G533 Gaming Headset)
[22:07:59.859] 2 50.50 Root/AudioOut1 (AudioProcessor.cpp,1057) | 1: CABLE Input (VB-Audio Virtual Cable)
[22:07:59.859] 2 50.50 Root/AudioOut1 (AudioProcessor.cpp,1057) | 2: DELL E2211H (NVIDIA High Definition Audio)
[22:07:59.859] 2 50.51 Root/AudioOut1 (AudioProcessor.cpp,1057) | 3: Speakers (Yeti Nano)
[22:07:59.859] 2 50.51 Root/AudioOut1 (AudioProcessor.cpp,1057) | 4: AW2521HF (NVIDIA High Definition Audio)
[22:07:59.859] 2 50.52 Root/AudioOut1 (AudioProcessor.cpp,1059) | ==========
[22:07:59.859] 2 50.56 Root/AudioOut1 (AudioOut.cpp,184) | ERROR: Previously selected device not found: Динамики (Realtek High Definition Audio)
[22:07:59.859] 2 50.57 Root/AudioOut1 (AudioProcessor.cpp,1241) | Initing audio system...
[22:07:59.860] 2 51.56 Root/AudioOut1 (AudioProcessor.cpp,1281) | ERROR: Getting driver info for output failed (31): An invalid parameter was passed to this function.
[22:07:59.860] 2 51.61 Root (Root.cpp,456) | WARNING: Root/AudioOut1 not inited
[22:07:59.863] 2 54.66 Root (Root.cpp,454) | Root/Rect1 inited
[22:07:59.863] 2 54.73 Root (Root.cpp,454) | Root/Display2 inited
[22:07:59.886] 2 78.20  (reShadersBank.cpp,43) | reShadersBank inited
[22:07:59.886] 2 78.21 ShaderProcessor reTextImage.cpp(22) (ShaderProcessor.cpp,572) | Compiling shader
[22:07:59.896] 2 88.40 Root (Root.cpp,454) | Root/TextImage inited
[22:07:59.897] 2 88.68 Root (Root.cpp,454) | Root/Rect2 inited
[22:07:59.897] 2 88.74 Root (Root.cpp,454) | Root/Display1 inited
[22:07:59.897] 2 88.81 ShaderProcessor Root/Rect2.PatchShader (ShaderProcessor.cpp,572) | Compiling shader
[22:07:59.986] 2 178.35 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 25
[22:07:59.992] 3 5.36 Root (Root.cpp,151) | Initial nodes count (initialized/enabled/total): 28/29/29
[22:07:59.992] 3 5.38 Root (Root.cpp,152) | Context initialized: yes
[22:07:59.992] 3 5.39 Root (Root.cpp,153) | Active displays: 2
[22:07:59.992] 3 5.39 Root (Root.cpp,154) | Active render targets: 0
[22:07:59.992] 3 5.39 Root (Root.cpp,155) | Active geometry patches (total): 2
[22:07:59.992] 3 5.40 Root (Root.cpp,156) | Active geometry patches (non zero opacity): 2
[22:07:59.992] 3 5.40 Root (Root.cpp,157) | Active Calibrators: 0
[22:07:59.992] 3 5.41 Root (Root.cpp,158) | Active calibrator patches: 0
[22:07:59.992] 3 5.41 Root (Root.cpp,159) | Active text images: 1
[22:07:59.992] 3 5.42 Root (Root.cpp,162) | Total textures allocated: 6 (8.2 Mb)
[22:07:59.992] 3 5.42 Root (Root.cpp,165) | Textures in use: 6 (8.2 Mb)
[22:07:59.992] 3 5.42 Root (Root.cpp,168) | Total PBOs allocated: 0 (0.0 Mb)
[22:07:59.992] 3 5.43 Root (Root.cpp,171) | PBOs in use: 0 (0.0 Mb)
[22:08:00.350] 8 335.35 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 47
[22:08:00.350] 9 0.37 Root/TimecodeEvents (TimecodeEvents.cpp,124) | Triggered event 0 on time: 0:0:1:311
[22:08:00.806] 74 7.00 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 70 frames dropped. Process: 0.5/7.182/334.9 ms, Frame: 1.9/13.602/335.4 ms, FPS: 73.521 (initial: 144.000). Nodes:
[22:08:00.806] 74 7.02 Root/Context1 (FrameProfiler.cpp,142) | Root/AudioOut1 (44.7 ms)
[22:08:00.806] 74 7.03 Root/Context1 (FrameProfiler.cpp,142) | Root/TextImage (334.4 ms)
[22:08:02.397] 304 0.50  (HttpRequestPoco.cpp,102) | ERROR: Request failed: Connection refused
[22:08:02.397] 304 0.51 Root/startCountdown (WebRequest.cpp,95) | ERROR: Request failed
[22:08:03.336] 439 1.81 NM_S1 (NetManager.cpp,1302) | Client 1 connected: 127.0.0.1
[22:08:03.345] 440 4.00 NM_S1 (NetManager.cpp,2878) | Connected client 1 NM version: 210, app version: 20802
[22:08:03.390] 447 0.07 Root (ContentManager.cpp,1290) | Scanning for media list started
[22:08:03.390] 447 0.10 NM_S1 (NetManager.cpp,1757) | WARNING: sending thread changed for responder "Root" while sending msg: (8,1300) 5isiss: 1629666483; This; 0; (1290) Scanning for media list started; 
[22:08:03.390] 447 0.11 NM_S1 (NetManager.cpp,1758) | Will use locked send
[22:08:03.392] 447 1.99 Root (ContentManager.cpp,1297) | Found 1 media items
[22:08:03.394] 447 4.19 Root (ContentManager.cpp,1375) | Scanning for media list finished
[22:08:03.807] 492 105.07 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 14
[22:08:03.808] 492 105.09 Root/Context1 (Canvas.cpp,330) | 14 frames dropped!
[22:08:03.808] 492 105.17 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 14 frames dropped. Process: 0.3/0.542/4.4 ms, Frame: 6.8/7.700/105.1 ms, FPS: 129.870 (initial: 144.000). Nodes:
[22:08:03.808] 492 105.18 Root/Context1 (FrameProfiler.cpp,142) | Root/SplitTitleAuthor (0.1 ms)
[22:08:04.371] 560 106.36 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 14
[22:08:04.371] 560 106.38 Root/Context1 (Canvas.cpp,330) | 13 frames dropped!
[22:08:04.814] 625 7.15 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 11 frames dropped. Process: 0.3/0.534/3.2 ms, Frame: 1.0/7.565/106.4 ms, FPS: 132.185 (initial: 144.000). Nodes:
[22:08:04.814] 625 7.18 Root/Context1 (FrameProfiler.cpp,142) | Root/SplitTitleAuthor (0.1 ms)
[22:08:07.655] 1035 0.40 Root/Context1 (Canvas.cpp,1615) | This is Demo Version.
Screenberry will show this message on all Displays for 30 seconds every 10-15 minutes.

[22:08:07.683] 1035 28.61 ShaderProcessor  (ShaderProcessor.cpp,572) | Compiling shader
[22:08:07.686] 1035 31.72 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 4
[22:08:07.686] 1035 31.73 Root/Context1 (Canvas.cpp,330) | 3 frames dropped!
[22:08:07.821] 1055 7.02 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 3 frames dropped. Process: 0.3/0.723/31.2 ms, Frame: 3.0/7.092/31.7 ms, FPS: 140.996 (initial: 144.000). Nodes:
[22:08:07.821] 1055 7.04 Root/Context1 (FrameProfiler.cpp,142) | Root/Context1 (30.8 ms)
[22:08:08.267] 1118 12.95 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[22:08:08.287] 1119 19.64 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[22:08:08.287] 1119 19.67 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[22:08:08.828] 1198 7.11 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 2 frames dropped. Process: 0.3/0.664/3.7 ms, Frame: 1.2/7.043/19.7 ms, FPS: 141.994 (initial: 144.000). Nodes:
[22:08:08.828] 1198 7.12 Root/Context1 (FrameProfiler.cpp,142) | ProcessEvents (0.3 ms)
[22:08:15.044] 2094 0.23 Root/TimecodeEvents (TimecodeEvents.cpp,124) | Triggered event 1 on time: 0:0:16:5
[22:08:17.086] 2388 0.33  (HttpRequestPoco.cpp,102) | ERROR: Request failed: Connection refused
[22:08:17.086] 2388 0.34 Root/ToggleButtonInteractive (WebRequest.cpp,95) | ERROR: Request failed
[22:08:20.045] 2814 0.23 Root/TimecodeEvents (TimecodeEvents.cpp,124) | Triggered event 2 on time: 0:0:21:5
[22:08:22.101] 3110 0.31  (HttpRequestPoco.cpp,102) | ERROR: Request failed: Connection refused
[22:08:22.101] 3110 0.32 Root/TriggerEffect (WebRequest.cpp,95) | ERROR: Request failed
[22:08:25.046] 3534 0.31 Root/TimecodeEvents (TimecodeEvents.cpp,124) | Triggered event 3 on time: 0:0:26:6
[22:08:27.094] 3829 0.38  (HttpRequestPoco.cpp,102) | ERROR: Request failed: Connection refused
[22:08:27.094] 3829 0.39 Root/VibrateDevice (WebRequest.cpp,95) | ERROR: Request failed
[22:08:58.878] 8405 2.74  (NMUtils.cpp,435) | Tcp/Ip client disconnected
[22:09:58.879] 17044 2.94  (NMUtils.cpp,435) | Tcp/Ip client disconnected
[22:10:58.879] 25683 2.78  (NMUtils.cpp,435) | Tcp/Ip client disconnected
[22:11:00.044] 25851 0.73 Root (AppHost.cpp,704) | Focus lost
[22:11:32.820] 30560 71.62 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 9
[22:11:32.820] 30560 71.64 Root/Context1 (Canvas.cpp,330) | 9 frames dropped!
[22:11:32.936] 30578 7.00 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 8 frames dropped. Process: 0.4/0.504/3.1 ms, Frame: 1.2/7.353/71.7 ms, FPS: 135.997 (initial: 144.000). Nodes:
[22:11:32.936] 30578 7.01 Root/Context1 (FrameProfiler.cpp,142) | ProcessEvents (0.1 ms)
[22:11:53.793] 33582 0.32  (HttpRequestPoco.cpp,102) | ERROR: Request failed: Connection refused
[22:11:53.793] 33582 0.33 Root/startCountdown (WebRequest.cpp,95) | ERROR: Request failed
[22:11:58.880] 34314 3.12  (NMUtils.cpp,435) | Tcp/Ip client disconnected
[22:12:58.884] 42954 0.08  (NMUtils.cpp,435) | Tcp/Ip client disconnected
[22:13:29.734] 47394 13.90 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
