[677.85]  (NodeFactory.cpp,58) | Disabled nodes: SpacetimeScript, USBCamera
[1060.62]  (AudioDevicesWatcher_win.cpp,147) | MMDeviceEnumerator created and MMNotificationClient registered
[1060.68] AudioOut1 (AudioProcessor.cpp,102) | FMOD DLL Version: 2.00.06
[1061.54] Root (AppHost.cpp,177) | Loading layout...
[1061.65] Root (AppHost.cpp,192) | AppHost init finished
[1062.13] Root (AppHost.cpp,633) | Elevated privileges: false
[1062.14]  (main.cpp,297) | WARNING: Server started without administrative privileges. Some functionality may not work.
[1062.15]  (WatchDogTimer.cpp,53) | Creating watchdog timer
[1062.41]  (WatchDogTimer.cpp,87) | Watchdog timer thread started
[1062.54]  (NMHost.cpp,1463) | TCP/IP server started on port 45100
[1064.41] NM (NetManager.cpp,2095) | ======================= Network interfaces:
[1064.42] NM (NetManager.cpp,2100) | ip:       127.0.0.1   mask:       255.0.0.0
[1064.43] NM (NetManager.cpp,2100) | ip:     192.168.1.6   mask:   255.255.255.0
[1064.43] NM (NetManager.cpp,2100) | ip:   192.168.137.1   mask:   255.255.255.0
[1064.44] NM (NetManager.cpp,2102) | =======================
[1064.55] NM_S0 (NetManager.cpp,417) | Server started on port 45100
[1064.92] NM_S0-Transfer (NMTransfer.cpp,729) | Transfer server is ready at port: 46100
[10:47:08.072] 1 3.40  (EndSessionHandler.cpp,91) | EndSessionHandlerWindow created
[10:47:08.073] 1 3.91 Root (Root.cpp,454) | Root/3 inited
[10:47:08.073] 1 3.92 Root (Root.cpp,454) | Root/1 inited
[10:47:08.073] 1 3.93 Root (Root.cpp,454) | Root/4 inited
[10:47:08.073] 1 3.94 Root (Root.cpp,454) | Root/2 inited
[10:47:08.073] 1 3.97 Root (Root.cpp,454) | Root/Track3Start inited
[10:47:08.073] 1 4.00 Root (Root.cpp,454) | Root/Track2Start inited
[10:47:08.073] 1 4.02 Root (Root.cpp,454) | Root/Track4Start inited
[10:47:08.073] 1 4.04 Root (Root.cpp,454) | Root/Track1Start inited
[10:47:08.073] 1 4.05 Root (Root.cpp,454) | Root/Name1 inited
[10:47:08.073] 1 4.07 Root (Root.cpp,454) | Root/Name2 inited
[10:47:08.073] 1 4.07 Root (Root.cpp,454) | Root/Name3 inited
[10:47:08.073] 1 4.08 Root (Root.cpp,454) | Root/Name4 inited
[10:47:08.074] 1 5.01 Root/SplitTitleAuthor (ScreenberryJSEngine.cpp,74) | Compiling script file
[10:47:08.074] 1 5.06 Root (Root.cpp,454) | Root/SplitTitleAuthor inited
[10:47:08.074] 1 5.08 Root (Root.cpp,454) | Root/Int inited
[10:47:08.075] 1 5.71 Root/string as json 3 (ScreenberryJSEngine.cpp,74) | Compiling script file
[10:47:08.075] 1 5.73 Root (Root.cpp,454) | Root/string as json 3 inited
[10:47:08.075] 1 6.34 Root/string as json 2 (ScreenberryJSEngine.cpp,74) | Compiling script file
[10:47:08.075] 1 6.36 Root (Root.cpp,454) | Root/string as json 2 inited
[10:47:08.076] 1 6.91 Root/IntAsJson (ScreenberryJSEngine.cpp,74) | Compiling script file
[10:47:08.076] 1 6.93 Root (Root.cpp,454) | Root/IntAsJson inited
[10:47:08.079] 1 10.39 Root/WebServer (WebServer.cpp,309) | Web Server started on port 8081
[10:47:08.079] 1 10.41 Root/WebServer (WebServer.cpp,313) | Initting WebPort...
[10:47:08.079] 1 10.42 Root (Root.cpp,454) | Root/WebServer inited
[10:47:08.079] 1 10.43 Root (Root.cpp,454) | Root/Ticker inited
[10:47:08.080] 1 10.52 Root (Root.cpp,454) | Root/StartCD inited
[10:47:08.080] 1 10.57 Root (Root.cpp,454) | Root/EndCD inited
[10:47:08.080] 1 10.60 Root (Root.cpp,454) | Root/Strobe inited
[10:47:08.080] 1 10.62 Root (Root.cpp,454) | Root/Vibrate inited
[10:47:08.080] 1 10.65 Root (Root.cpp,454) | Root/VibrateDevice inited
[10:47:08.080] 1 10.66 Root (Root.cpp,454) | Root/ToggleButtonInteractive inited
[10:47:08.080] 1 10.67 Root (Root.cpp,454) | Root/startCountdown inited
[10:47:08.080] 1 10.68 Root (Root.cpp,454) | Root/TriggerEffect inited
[10:47:08.080] 1 10.75 Root/Context1 (Canvas.cpp,401) | Initing context...
[10:47:08.081] 1 12.42 Root/Context1 (Canvas.cpp,456) | Initting maximum supported opengl version: 4.6
[10:47:08.081] 1 12.43 Root/Context1 (Canvas.cpp,507) | Setting video mode 1024x768 (windowed)...
[10:47:08.189] 1 120.14 Root/Context1 (Canvas.cpp,518) | Video mode is set
[10:47:08.203] 1 133.68 Root/Context1 (Canvas.cpp,562) | GL context inited
[10:47:08.203] 1 133.69 Root/Context1 (Canvas.cpp,565) | Setting vsync=1
[10:47:08.215] 1 146.11 Root/Context1 (Canvas.cpp,603) | OpenGL version is: 4.6 (CORE)
[10:47:08.215] 1 146.12 Root/Context1 (Canvas.cpp,604) | profile mask: 00000001
[10:47:08.215] 1 146.13 Root/Context1 (Canvas.cpp,605) | context flags: 00000000
[10:47:08.215] 1 146.25 Root/Context1 (Canvas.cpp,636) | OpenGL renderer: GeForce GTX 660/PCIe/SSE2
[10:47:08.215] 1 146.26 Root/Context1 (Canvas.cpp,651) | NVidia GPU detected. Will not use glFinish() (unless user defined)
[10:47:08.215] 1 146.27 Root/Context1 (Canvas.cpp,671) | Max texture size: 16384
[10:47:08.216] 1 146.92 Root/Context1 (Canvas.cpp,678) | Context inited
[10:47:08.216] 1 146.93 Root/Context1 (Canvas.cpp,689) | Will measure frame time. Skipping 5 frames...
[10:47:08.247] 1 177.63  (reGpuBuffersBank.cpp,391) | reGpuBuffersBank inited
[10:47:08.258] 1 188.87  (reGpuBuffersBank.cpp,391) | reGpuBuffersBank inited
[10:47:08.362] 1 293.32 Root/Context1 (Canvas.cpp,708) | Measuring started (500 ms)
[10:47:08.480] 1 411.36 Root/Context1 (Canvas.cpp,725) | Skipping frame: 3.419000 ms
[10:47:08.508] 1 439.17 Root/Context1 (Canvas.cpp,725) | Skipping frame: 0.944000 ms
[10:47:08.849] 1 779.77 Root/Context1 (Canvas.cpp,725) | Skipping frame: 0.555000 ms
[10:47:08.876] 1 807.29 Root/Context1 (Canvas.cpp,739) | Measured frame duration median: 6.95 ms
[10:47:08.876] 1 807.31 Root/Context1 (Canvas.cpp,745) | Frame time: 6.935000
[10:47:08.876] 1 807.31 Root/Context1 (Canvas.cpp,745) | Frame time: 6.908000
[10:47:08.876] 1 807.32 Root/Context1 (Canvas.cpp,745) | Frame time: 6.889000
[10:47:08.876] 1 807.32 Root/Context1 (Canvas.cpp,745) | Frame time: 7.029000
[10:47:08.876] 1 807.32 Root/Context1 (Canvas.cpp,745) | Frame time: 6.947000
[10:47:08.876] 1 807.33 Root/Context1 (Canvas.cpp,745) | Frame time: 6.879000
[10:47:08.876] 1 807.33 Root/Context1 (Canvas.cpp,745) | Frame time: 6.947000
[10:47:08.876] 1 807.33 Root/Context1 (Canvas.cpp,745) | Frame time: 6.940000
[10:47:08.876] 1 807.34 Root/Context1 (Canvas.cpp,745) | Frame time: 6.962000
[10:47:08.876] 1 807.34 Root/Context1 (Canvas.cpp,745) | Frame time: 6.930000
[10:47:08.876] 1 807.35 Root/Context1 (Canvas.cpp,745) | Frame time: 6.969000
[10:47:08.876] 1 807.35 Root/Context1 (Canvas.cpp,745) | Frame time: 6.912000
[10:47:08.876] 1 807.35 Root/Context1 (Canvas.cpp,745) | Frame time: 6.976000
[10:47:08.876] 1 807.36 Root/Context1 (Canvas.cpp,745) | Frame time: 6.889000
[10:47:08.876] 1 807.36 Root/Context1 (Canvas.cpp,749) | Frame time: 10.458000 - skipped
[10:47:08.876] 1 807.36 Root/Context1 (Canvas.cpp,745) | Frame time: 6.994000
[10:47:08.876] 1 807.37 Root/Context1 (Canvas.cpp,745) | Frame time: 7.004000
[10:47:08.876] 1 807.37 Root/Context1 (Canvas.cpp,749) | Frame time: 12.859000 - skipped
[10:47:08.876] 1 807.37 Root/Context1 (Canvas.cpp,745) | Frame time: 6.939000
[10:47:08.876] 1 807.38 Root/Context1 (Canvas.cpp,745) | Frame time: 6.948000
[10:47:08.876] 1 807.38 Root/Context1 (Canvas.cpp,745) | Frame time: 6.948000
[10:47:08.876] 1 807.38 Root/Context1 (Canvas.cpp,745) | Frame time: 6.981000
[10:47:08.876] 1 807.39 Root/Context1 (Canvas.cpp,745) | Frame time: 6.947000
[10:47:08.876] 1 807.39 Root/Context1 (Canvas.cpp,745) | Frame time: 6.895000
[10:47:08.876] 1 807.39 Root/Context1 (Canvas.cpp,745) | Frame time: 6.946000
[10:47:08.876] 1 807.40 Root/Context1 (Canvas.cpp,745) | Frame time: 6.971000
[10:47:08.876] 1 807.40 Root/Context1 (Canvas.cpp,745) | Frame time: 6.933000
[10:47:08.876] 1 807.40 Root/Context1 (Canvas.cpp,745) | Frame time: 6.944000
[10:47:08.876] 1 807.41 Root/Context1 (Canvas.cpp,745) | Frame time: 6.955000
[10:47:08.876] 1 807.41 Root/Context1 (Canvas.cpp,745) | Frame time: 6.937000
[10:47:08.876] 1 807.41 Root/Context1 (Canvas.cpp,745) | Frame time: 6.950000
[10:47:08.876] 1 807.42 Root/Context1 (Canvas.cpp,745) | Frame time: 6.927000
[10:47:08.876] 1 807.42 Root/Context1 (Canvas.cpp,745) | Frame time: 6.952000
[10:47:08.876] 1 807.42 Root/Context1 (Canvas.cpp,745) | Frame time: 6.937000
[10:47:08.876] 1 807.43 Root/Context1 (Canvas.cpp,745) | Frame time: 6.957000
[10:47:08.876] 1 807.43 Root/Context1 (Canvas.cpp,745) | Frame time: 6.948000
[10:47:08.876] 1 807.45 Root/Context1 (Canvas.cpp,745) | Frame time: 6.922000
[10:47:08.876] 1 807.45 Root/Context1 (Canvas.cpp,745) | Frame time: 6.958000
[10:47:08.876] 1 807.46 Root/Context1 (Canvas.cpp,745) | Frame time: 6.942000
[10:47:08.876] 1 807.46 Root/Context1 (Canvas.cpp,745) | Frame time: 6.942000
[10:47:08.876] 1 807.46 Root/Context1 (Canvas.cpp,745) | Frame time: 6.958000
[10:47:08.876] 1 807.47 Root/Context1 (Canvas.cpp,745) | Frame time: 6.922000
[10:47:08.876] 1 807.47 Root/Context1 (Canvas.cpp,745) | Frame time: 6.972000
[10:47:08.876] 1 807.47 Root/Context1 (Canvas.cpp,745) | Frame time: 6.929000
[10:47:08.877] 1 807.48 Root/Context1 (Canvas.cpp,745) | Frame time: 6.947000
[10:47:08.877] 1 807.48 Root/Context1 (Canvas.cpp,745) | Frame time: 6.950000
[10:47:08.877] 1 807.48 Root/Context1 (Canvas.cpp,745) | Frame time: 6.947000
[10:47:08.877] 1 807.49 Root/Context1 (Canvas.cpp,745) | Frame time: 6.931000
[10:47:08.877] 1 807.49 Root/Context1 (Canvas.cpp,745) | Frame time: 6.966000
[10:47:08.877] 1 807.49 Root/Context1 (Canvas.cpp,745) | Frame time: 6.940000
[10:47:08.877] 1 807.50 Root/Context1 (Canvas.cpp,745) | Frame time: 6.985000
[10:47:08.877] 1 807.50 Root/Context1 (Canvas.cpp,745) | Frame time: 6.891000
[10:47:08.877] 1 807.50 Root/Context1 (Canvas.cpp,745) | Frame time: 6.957000
[10:47:08.877] 1 807.50 Root/Context1 (Canvas.cpp,745) | Frame time: 6.935000
[10:47:08.877] 1 807.51 Root/Context1 (Canvas.cpp,745) | Frame time: 6.955000
[10:47:08.877] 1 807.51 Root/Context1 (Canvas.cpp,745) | Frame time: 6.960000
[10:47:08.877] 1 807.52 Root/Context1 (Canvas.cpp,745) | Frame time: 6.945000
[10:47:08.877] 1 807.52 Root/Context1 (Canvas.cpp,745) | Frame time: 6.933000
[10:47:08.877] 1 807.52 Root/Context1 (Canvas.cpp,745) | Frame time: 6.958000
[10:47:08.877] 1 807.53 Root/Context1 (Canvas.cpp,745) | Frame time: 6.970000
[10:47:08.877] 1 807.53 Root/Context1 (Canvas.cpp,745) | Frame time: 6.910000
[10:47:08.877] 1 807.53 Root/Context1 (Canvas.cpp,749) | Frame time: 8.785000 - skipped
[10:47:08.877] 1 807.54 Root/Context1 (Canvas.cpp,749) | Frame time: 5.158000 - skipped
[10:47:08.877] 1 807.54 Root/Context1 (Canvas.cpp,745) | Frame time: 6.914000
[10:47:08.877] 1 807.55 Root/Context1 (Canvas.cpp,745) | Frame time: 6.973000
[10:47:08.877] 1 807.55 Root/Context1 (Canvas.cpp,749) | Frame time: 13.557000 - skipped
[10:47:08.877] 1 807.55 Root/Context1 (Canvas.cpp,745) | Frame time: 6.670000
[10:47:08.877] 1 807.56 Root/Context1 (Canvas.cpp,745) | Frame time: 7.064000
[10:47:08.877] 1 807.56 Root/Context1 (Canvas.cpp,745) | Frame time: 6.873000
[10:47:08.877] 1 807.56 Root/Context1 (Canvas.cpp,745) | Frame time: 6.905000
[10:47:08.877] 1 807.57 Root/Context1 (Canvas.cpp,755) | Measured frame time: 6.941 (FPS: 144.077) (70 buffer swaps during 506.88 ms, 65 frame periods used)
[10:47:08.878] 1 809.30  (reGpuBuffersBank.cpp,391) | reGpuBuffersBank inited
[10:47:08.878] 1 809.39  (reImageMemoryLogger.cpp,10) | reImageMemoryLogger instance created
[10:47:08.881] 1 812.08 Root (Root.cpp,454) | Root/Context1 inited
[10:47:08.881] 1 812.35 Root (Root.cpp,454) | Root/NextTrack inited
[10:47:08.881] 1 812.37 Root (Root.cpp,454) | Root/DisplayTitle inited
[10:47:08.881] 1 812.39 Root (Root.cpp,454) | Root/DisplayAuthor inited
[10:47:08.887] 2 4.41 Root (AppHost.cpp,701) | Focus gained
[10:47:08.888] 2 5.06 Root (Root.cpp,454) | Root/Switch inited
[10:47:08.888] 2 5.10 Root (Root.cpp,454) | Root/Switch 2 inited
[10:47:08.888] 2 5.14 Root/SplitTitleAuthor (ScreenberryJSEngine.cpp,103) | Script compilation successful
[10:47:08.890] 2 7.91 Root/string as json 3 (ScreenberryJSEngine.cpp,103) | Script compilation successful
[10:47:08.891] 2 8.16 Root/string as json 2 (ScreenberryJSEngine.cpp,103) | Script compilation successful
[10:47:08.891] 2 8.53 Root/IntAsJson (ScreenberryJSEngine.cpp,103) | Script compilation successful
[10:47:08.891] 2 8.85  (TimeCode.cpp,210) | Auto-detect time code framerate failed for 144.076599 fps. Setting it to: 25
[10:47:08.892] 2 9.91 Root/MediaPlayer1 (MediaPlayerContext.cpp,1944) | Stop
[10:47:08.892] 2 9.92  (TimeCode.cpp,210) | Auto-detect time code framerate failed for 144.076599 fps. Setting it to: 25
[10:47:08.893] 2 9.99 Root (Root.cpp,454) | Root/MediaPlayer1 inited
[10:47:08.893] 2 10.19 Root/AudioOut1 (AudioProcessor.cpp,974) | Enumerating devices for WASAPI (outputs)
[10:47:08.893] 2 10.21 Root/AudioOut1 (AudioProcessor.cpp,934) | Setting output system: WASAPI
[10:47:08.936] 2 53.44 Root/AudioOut1 (AudioProcessor.cpp,1051) | ========== Audio devices list (initial) for WASAPI (outputs)
[10:47:08.936] 2 53.45 Root/AudioOut1 (AudioProcessor.cpp,1057) | 0: Speakers (4- Logitech G533 Gaming Headset)
[10:47:08.936] 2 53.46 Root/AudioOut1 (AudioProcessor.cpp,1057) | 1: CABLE Input (VB-Audio Virtual Cable)
[10:47:08.936] 2 53.47 Root/AudioOut1 (AudioProcessor.cpp,1057) | 2: DELL E2211H (NVIDIA High Definition Audio)
[10:47:08.936] 2 53.47 Root/AudioOut1 (AudioProcessor.cpp,1057) | 3: Speakers (Yeti Nano)
[10:47:08.936] 2 53.48 Root/AudioOut1 (AudioProcessor.cpp,1057) | 4: AW2521HF (NVIDIA High Definition Audio)
[10:47:08.936] 2 53.48 Root/AudioOut1 (AudioProcessor.cpp,1059) | ==========
[10:47:08.936] 2 53.51 Root/AudioOut1 (AudioOut.cpp,184) | ERROR: Previously selected device not found: Динамики (Realtek High Definition Audio)
[10:47:08.936] 2 53.52 Root/AudioOut1 (AudioProcessor.cpp,1241) | Initing audio system...
[10:47:08.937] 2 54.35 Root/AudioOut1 (AudioProcessor.cpp,1281) | ERROR: Getting driver info for output failed (31): An invalid parameter was passed to this function.
[10:47:08.937] 2 54.39 Root (Root.cpp,456) | WARNING: Root/AudioOut1 not inited
[10:47:08.947] 2 64.01  (reShadersBank.cpp,43) | reShadersBank inited
[10:47:08.947] 2 64.02 ShaderProcessor reTextImage.cpp(22) (ShaderProcessor.cpp,572) | Compiling shader
[10:47:08.947] 2 64.84 Root (Root.cpp,454) | Root/TextImage inited
[10:47:08.948] 2 65.15 Root (Root.cpp,454) | Root/Rect1 inited
[10:47:08.948] 2 65.22 Root (Root.cpp,454) | Root/Rect2 inited
[10:47:08.948] 2 65.24 Root (Root.cpp,454) | Root/Display2 inited
[10:47:08.948] 2 65.26 Root (Root.cpp,454) | Root/Display1 inited
[10:47:08.948] 2 65.30 ShaderProcessor Root/Rect2.PatchShader (ShaderProcessor.cpp,572) | Compiling shader
[10:47:09.053] 2 169.94 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 24
[10:47:09.057] 3 4.71 Root (Root.cpp,151) | Initial nodes count (initialized/enabled/total): 39/40/40
[10:47:09.057] 3 4.74 Root (Root.cpp,152) | Context initialized: yes
[10:47:09.057] 3 4.75 Root (Root.cpp,153) | Active displays: 2
[10:47:09.057] 3 4.75 Root (Root.cpp,154) | Active render targets: 0
[10:47:09.057] 3 4.75 Root (Root.cpp,155) | Active geometry patches (total): 2
[10:47:09.057] 3 4.76 Root (Root.cpp,156) | Active geometry patches (non zero opacity): 2
[10:47:09.057] 3 4.76 Root (Root.cpp,157) | Active Calibrators: 0
[10:47:09.057] 3 4.77 Root (Root.cpp,158) | Active calibrator patches: 0
[10:47:09.057] 3 4.77 Root (Root.cpp,159) | Active text images: 1
[10:47:09.057] 3 4.78 Root (Root.cpp,162) | Total textures allocated: 6 (8.2 Mb)
[10:47:09.057] 3 4.79 Root (Root.cpp,165) | Textures in use: 6 (8.2 Mb)
[10:47:09.057] 3 4.79 Root (Root.cpp,168) | Total PBOs allocated: 0 (0.0 Mb)
[10:47:09.057] 3 4.79 Root (Root.cpp,171) | PBOs in use: 0 (0.0 Mb)
[10:47:09.230] 14 103.35 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 14
[10:47:09.835] 101 7.97 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:09.861] 104 19.70 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[10:47:09.883] 108 6.99 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 36 frames dropped. Process: 0.4/1.580/65.8 ms, Frame: 1.1/9.321/170.0 ms, FPS: 107.281 (initial: 144.077). Nodes:
[10:47:09.883] 108 7.00 Root/Context1 (FrameProfiler.cpp,142) | ProcessEvents (0.2 ms)
[10:47:09.883] 108 7.01 Root/Context1 (FrameProfiler.cpp,142) | Root/AudioOut1 (44.2 ms)
[10:47:09.883] 108 7.01 Root/Context1 (FrameProfiler.cpp,142) | Root/DisplayAuthor (1.0 ms)
[10:47:09.883] 108 7.02 Root/Context1 (FrameProfiler.cpp,142) | Root/SplitTitleAuthor (0.0 ms)
[10:47:10.030] 130 0.78 Root (AppHost.cpp,704) | Focus lost
[10:47:10.200] 152 17.58 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[10:47:10.200] 152 17.60 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:10.538] 200 15.94 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:10.836] 242 15.15 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:10.873] 246 16.91 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:10.886] 248 9.73 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 4 frames dropped. Process: 0.3/0.805/3.9 ms, Frame: 3.2/7.163/17.6 ms, FPS: 139.610 (initial: 144.077). Nodes:
[10:47:10.886] 248 9.75 Root/Context1 (FrameProfiler.cpp,142) | Root/DisplayTitle (1.0 ms)
[10:47:10.886] 248 9.76 Root/Context1 (FrameProfiler.cpp,142) | Root/SplitTitleAuthor (0.1 ms)
[10:47:11.003] 266 0.91 NM_S1 (NetManager.cpp,1302) | Client 1 connected: 127.0.0.1
[10:47:11.010] 267 1.61 NM_S1 (NetManager.cpp,2878) | Connected client 1 NM version: 210, app version: 20802
[10:47:11.064] 275 0.05 Root (ContentManager.cpp,1290) | Scanning for media list started
[10:47:11.064] 275 0.08 NM_S1 (NetManager.cpp,1757) | WARNING: sending thread changed for responder "Root" while sending msg: (8,1300) 5isiss: 1629884831; This; 0; (1290) Scanning for media list started; 
[10:47:11.064] 275 0.08 NM_S1 (NetManager.cpp,1758) | Will use locked send
[10:47:11.066] 275 1.65 Root (ContentManager.cpp,1297) | Found 1 media items
[10:47:11.068] 275 3.52 Root (ContentManager.cpp,1375) | Scanning for media list finished
[10:47:11.318] 294 122.21 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 17
[10:47:11.318] 294 122.23 Root/Context1 (Canvas.cpp,330) | 16 frames dropped!
[10:47:11.545] 326 15.53 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:11.848] 369 13.18 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:11.885] 373 22.68 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[10:47:11.885] 373 22.70 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:11.891] 374 5.20 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 18 frames dropped. Process: 0.3/1.022/3.8 ms, Frame: 1.3/7.971/122.2 ms, FPS: 125.453 (initial: 144.077). Nodes:
[10:47:11.891] 374 5.22 Root/Context1 (FrameProfiler.cpp,142) | ProcessEvents (0.3 ms)
[10:47:11.891] 374 5.23 Root/Context1 (FrameProfiler.cpp,142) | Root/SplitTitleAuthor (0.1 ms)
[10:47:12.297] 415 128.85 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 18
[10:47:12.297] 415 128.87 Root/Context1 (Canvas.cpp,330) | 17 frames dropped!
[10:47:12.555] 452 18.77 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[10:47:12.863] 495 21.08 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[10:47:12.863] 495 21.10 Root/Context1 (Canvas.cpp,330) | 2 frames dropped!
[10:47:12.901] 499 17.57 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[10:47:12.901] 499 17.59 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:12.901] 499 17.68 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 20 frames dropped. Process: 0.4/0.939/3.9 ms, Frame: 1.1/8.085/128.9 ms, FPS: 123.682 (initial: 144.077). Nodes:
[10:47:12.901] 499 17.69 Root/Context1 (FrameProfiler.cpp,142) | ProcessEvents (0.1 ms)
[10:47:12.901] 499 17.70 Root/Context1 (FrameProfiler.cpp,142) | Root/SplitTitleAuthor (0.1 ms)
[10:47:13.198] 541 15.68 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:13.234] 545 17.00 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:13.412] 570 13.85 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:13.569] 592 18.43 Root/Context1 (Canvas.cpp,296) | Frames missed due to LAG: 2
[10:47:13.569] 592 18.45 Root/Context1 (Canvas.cpp,330) | 1 frames dropped!
[10:47:13.904] 640 13.04 Root/Context1 (FrameProfiler.cpp,140) | WARNING: 3 frames dropped. Process: 0.3/0.931/6.3 ms, Frame: 1.3/7.109/18.5 ms, FPS: 140.664 (initial: 144.077). Nodes:
[10:47:13.904] 640 13.06 Root/Context1 (FrameProfiler.cpp,142) | ProcessEvents (2.8 ms)
[10:47:13.904] 640 13.07 Root/Context1 (FrameProfiler.cpp,142) | Root/DisplayAuthor (1.0 ms)
